feature_id,geometry_type,geometry_longitude,geometry_latitude,ag_geom,x,y,long,lat,org_nam,str_use,str_nam,str_adr,stt_cde,alt_val,int_len,int_grd,sht_grd,lnd_siz,pad_siz,hor_rad,com_dat,use_dat,use_typ
LT_P_AISHCSTRIP.1,Point,128.706544444,34.860477778,POINT(128.706544444 34.860477778),128.706544443999974,34.860477777999961,"128° 42' 23.560"" E","34° 51' 37.720"" N",부항청,사용,한화오션㈜ 육상헬기장,경남 거제시 거제대로 3370(아주동 1번지),육상,32.15,1000,8:1,2:1,22×20,22×20,200,1981-07-27,1982-09-20,주간시계비행
LT_P_AISHCSTRIP.10,Point,126.41607666,34.809692383,POINT(126.41607666 34.809692383),126.416076659999931,34.809692382999970,"126° 24' 57.876"" E","34° 48' 34.893"" N",부항청,사용,목포한국병원 옥상헬기장,전남 목포시 상동 149-2번지,옥상,106.45,1000,8:1,2:1 1:1,18.24×15,18.24×15,200,2011-10-25,2011-12-09,주.야간시계비행
LT_P_AISHCSTRIP.11,Point,128.700927734,36.546508789,POINT(128.700927734 36.546508789),128.700927733999947,36.546508788999972,"128° 42' 3.340"" E","36° 32' 47.432"" N",부항청,사용,안동병원 옥상헬기장,안동시 수상동 574-2,옥상,146.5,1000,8:1,2:1,19×17,19×17,200,2012-03-28,2012-04-25,주.야간시계비행
LT_P_AISHCSTRIP.12,Point,128.414366667,36.1082861109999,POINT(128.414366667 36.1082861109999),128.414366666999967,36.108286110999927,"128° 24' 51.720"" E","36° 6' 29.830"" N",부항청,사용,삼성전자 SMART City 육상헬기장,경북 구미시 3공단 3로 302 (임수동),육상,35.8,1000,8:1,2:1 1:1,24×24,24×24,200,2013-03-04,2013-04-09,주간시계비행
LT_P_AISHCSTRIP.13,Point,129.428133894,35.5204384859999,POINT(129.428133894 35.5204384859999),129.428133893999984,35.520438485999932,"129° 25' 41.282"" E","35° 31' 13.579"" N",부항청,사용,울산대학교병원 옥상헬기장,울산광역시 동구 방어진순환도로 877,옥상,45.91,1000,8:1,2:1 1:1,27.2×27.2,27.2×27.2,200,2014-01-28,2015-01-19,주.야간시계비행
LT_P_AISHCSTRIP.14,Point,126.922583333,35.1406083329999,POINT(126.922583333 35.1406083329999),126.922583332999920,35.140608332999932,"126° 55' 21.300"" E","35° 8' 26.190"" N",부항청,사용,전남대학교병원 옥상헬기장,광주광역시 동구 제봉로 42,옥상,149.69,1000,8:1,2:1,27.2×27.2,27.2×27.2,200,2014-06-10,2015-08-31,주.야간시계비행
LT_P_AISHCSTRIP.15,Point,129.017563628,35.1009531419999,POINT(129.017563628 35.1009531419999),129.017563627999948,35.100953141999923,"129° 1' 3.229"" E","35° 6' 3.431"" N",부항청,사용,부산대학교병원 옥상헬기장,부산광역시 서구 구덕로179,옥상,87.5,1000,8:1,10:1 1:1,27.2×27.2,27.2×27.2,200,2014-11-20,2015-11-06,주.야간시계비행
LT_P_AISHCSTRIP.16,Point,128.603884922,35.866366738,POINT(128.603884922 35.866366738),128.603884921999907,35.866366737999954,"128° 36' 13.986"" E","35° 51' 58.920"" N",부항청,사용,경북대학교병원 옥상헬기장,대구광역시 중구 동덕로 130,옥상,91.63,1000,8:1,2:1,27.2×27.2,27.2×27.2,200,2015-12-14,2015-12-15,주.야간시계비행
LT_P_AISHCSTRIP.17,Point,129.372613889,36.6239555559999,POINT(129.372613889 36.6239555559999),129.372613888999922,36.623955555999942,"129° 22' 21.410"" E","36° 37' 26.240"" N",부항청,사용,삼성전자 영덕연수원 옥상헬기장,경북 영덕군 병곡면 영리 산 153,옥상,274,1000,8:1,2:1,29.9×29.9,29.9×29.9,200,2017-07-19,2017-07-31,주간시계비행
LT_P_AISHCSTRIP.18,Point,128.06,35.0761111109999,POINT(128.06 35.0761111109999),128.059999999999945,35.076111110999932,"128° 3' 36.000"" E","35° 4' 34.000"" N",부항청,사용,한국항공우주산업㈜ 육상헬기장,경남 사천시 사남면 유천리 803번지,육상,6.2,1000,8:2,2:2,42×42,42×42,200,2017-02-13,2017-02-14,주.야간시계비행
LT_P_AISHCSTRIP.19,Point,129.185913086,35.1774902339999,POINT(129.185913086 35.1774902339999),129.185913085999914,35.177490233999947,"129° 11' 9.287"" E","35° 10' 38.965"" N",부항청,사용,부산소방항공구조대 육상헬기장,부산 해운대구 좌동 200(해운대로 913),육상,40,1000,8:1,2:1,16*16,16*16,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.2,Point,129.3875,36.9986111109999,POINT(129.3875 36.9986111109999),129.387499999999932,36.998611110999946,"129° 23' 15.000"" E","36° 59' 55.000"" N",부항청,사용,㈜포스코 헬기장,경북 포항시 남구 동해안로 6261 포스코,육상,5,310,8:1,2:1,27.2×27.2이상,25×25,200,1982-03-04,1982-04-10,주간시계비행
LT_P_AISHCSTRIP.20,Point,129.171081543,35.493286133,POINT(129.171081543 35.493286133),129.171081542999900,35.493286132999970,"129° 10' 15.894"" E","35° 29' 35.830"" N",부항청,사용,울산소방항공구조대 육상헬기장,울산 울주군 삼동면 출강리 산170,육상,155,1000,8:1,2:1,20*20,20*20,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.21,Point,126.702777778,34.8291666669999,POINT(126.702777778 34.8291666669999),126.702777777999927,34.829166666999924,"126° 42' 10.000"" E","34° 49' 45.000"" N",부항청,사용,전남소방본부 항공대 육상헬기장,전남 영암군 덕진면 백계리 689-32,육상,24,1000,8:1,2:1,20*20,20*20,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.22,Point,129.093322754,35.496276855,POINT(129.093322754 35.496276855),129.093322753999928,35.496276854999962,"129° 5' 35.962"" E","35° 29' 46.597"" N",부항청,사용,양산산림항공 관리소 육상헬기장,경남 양산 하북면 순지리 207-3,육상,130,1000,8:1,2:1,20*20,20*20,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.23,Point,126.7025,34.8280555559999,POINT(126.7025 34.8280555559999),126.702499999999986,34.828055555999924,"126° 42' 9.000"" E","34° 49' 41.000"" N",부항청,사용,영암산림항공 관리소 육상헬기장,전남 영암군 덕진면 백계리 686-3,육상,45,1000,8:1,2:1,20*20,20*20,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.24,Point,128.728163056,36.5391190779999,POINT(128.728163056 36.5391190779999),128.728163055999971,36.539119077999942,"128° 43' 41.387"" E","36° 32' 20.829"" N",부항청,사용,안동산림항공 관리소 헬기장,경북 안동 정하동 148-1,육상,205,1000,8:1,2:1,18*18,18*18,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.25,Point,127.798278809,35.483276367,POINT(127.798278809 35.483276367),127.798278808999953,35.483276366999974,"127° 47' 53.804"" E","35° 28' 59.795"" N",부항청,사용,함양산림항공 관리소 헬기장,경남 함양군 유림면 국계리 산161,육상,199,1000,8:1,2:1,20*20,20*20,200,2008-01-01,2008-01-01,주.야간시계비행
LT_P_AISHCSTRIP.26,Point,129.453633333,36.784522222,POINT(129.453633333 36.784522222),129.453633332999971,36.784522221999964,"129° 27' 13.080"" E","36° 47' 4.280"" N",부항청,사용,울진산림항공 관리소 헬기장,경북 울진군 기성면 정명리 산26번지,육상,51,1000,8:1,2:1,33×33,33×33,200,2011-09-22,2014-11-20,주.야간시계비행
LT_P_AISHCSTRIP.27,Point,128.386386111,35.6601777779999,POINT(128.386386111 35.6601777779999),128.386386110999979,35.660177777999934,"128° 23' 10.990"" E","35° 39' 36.640"" N",부항청,사용,중앙119구조단 헬기장,대구광역시 달성군 구지면 수리리 1158,육상,23.5,1000,8:1,2:1,50×140,16.2×16.2 *3EA,200,2012-12-11,2014-12-17,주.야간시계비행
LT_P_AISHCSTRIP.28,Point,128.116460794,35.554569936,POINT(128.116460794 35.554569936),128.116460793999977,35.554569935999950,"128° 6' 59.259"" E","35° 33' 16.452"" N",부항청,사용,경남소방본부헬기장,경남 합천군 용주면 고품리 910-210일원,육상,44.42,1000,8:1,2:1,44×44,24×24,200,2016-10-13,2018-01-08,주.야간시계비행
LT_P_AISHCSTRIP.29,Point,128.071987776,35.082343764,POINT(128.071987776 35.082343764),128.071987775999901,35.082343763999972,"128° 4' 19.156"" E","35° 4' 56.438"" N",부항청,사용,사천 한국항공서비스 육상헬기장,경남 사천시 사천읍 용당리 55,육상,6.2,1000,8:2,2:2,42×42,42×42,200,2020-02-13,2020-02-13,주.야간시계비행
LT_P_AISHCSTRIP.3,Point,128.603055556,35.1827777779999,POINT(128.603055556 35.1827777779999),128.603055555999958,35.182777777999945,"128° 36' 11.000"" E","35° 10' 58.000"" N",부항청,사용,두산에너빌리티㈜ 육상헬기장,경남 창원시 귀곡동 555 두산중공업㈜총무팀,육상,17.5,1200,8:1,2:1,22×22,22×22,400,1985-05-06,1985-07-20,주간시계비행
LT_P_AISHCSTRIP.30,Point,126.995219444,34.872175,POINT(126.995219444 34.872175),126.995219443999986,34.872174999999970,"126° 59' 42.790"" E","34° 52' 19.830"" N",부항청,사용,호남 119특수구조대 헬기장,전남 화순군 이양면 율계리 815-3,육상,86.76,1000,8:2,2:2,43.5×43.5,39×78,200,2020-02-04,2020-02-04,주.야간시계비행
LT_P_AISHCSTRIP.31,Point,129.229347222,36.0677388889999,POINT(129.229347222 36.0677388889999),129.229347221999888,36.067738888999941,"129° 13' 45.650"" E","36° 4' 3.860"" N",부항청,사용,경북 119 특수대응단 육상헬기장,경북 포항시 북구 기계면 내단리 518-1번지,육상,70.207,1000,8:1,2:1,35.1x35.1,35.1x35.1,200,2022-04-27,2022-07-20,주.야간시계비행
LT_P_AISHCSTRIP.32,Point,127.210552778,34.627013889,POINT(127.210552778 34.627013889),127.210552777999965,34.627013888999954,"127° 12' 37.990"" E","34° 37' 37.250"" N",부항청,사용,그랜드 챌린지 실증시설,전남 고흥군 고흥읍 고소리 1167번지 일원,육상,0.6,1000,8:1,2:1,7.5x7.5,,200,2022-07-29,1900-01-00,
LT_P_AISHCSTRIP.33,Point,128.707770477,35.198964525,POINT(128.707770477 35.198964525),128.707770476999940,35.198964524999951,"128° 42' 27.974"" E","35° 11' 56.272"" N",부항청,사용,경상대학교병원 육상헬기장,경상남도 진주시 주약동 776-1일원,육상,25.49,1000,8:1,2:1,22.3x22.3 (15 x 15),22.3x22.3,200,2023-10-31,2024-06-14,주.야간시계비행
LT_P_AISHCSTRIP.34,Point,128.315691667,35.149508333,POINT(128.315691667 35.149508333),128.315691666999896,35.149508332999972,"128° 18' 56.490"" E","35° 8' 58.230"" N",부항청,사용,회전익 비행센터(KAI),경상남도 진주시 이반성면 가산리 1396번지,육상,84.86,1000,8:1,2:1,42x42 (23 x 23),42x42,200,2023-10-31,2024-06-14,주.야간시계비행
LT_P_AISHCSTRIP.35,Point,126.981323242,37.4252929689999,POINT(126.981323242 37.4252929689999),126.981323241999917,37.425292968999941,"126° 58' 52.764"" E","37° 25' 31.055"" N",서항청,사용,행정자치부 과천헬기장,경기도 과천시 중앙동 3번지,국가 기관,62,1000,1:8,1:2,72m×73m,51.8m×51.8m,200,83.06.11,84.01.10,주간시계 비행
LT_P_AISHCSTRIP.36,Point,126.753723145,36.6826782229999,POINT(126.753723145 36.6826782229999),126.753723144999981,36.682678222999925,"126° 45' 13.403"" E","36° 40' 57.642"" N",서항청,사용,유아이헬리콥터 헬기장,충남 예산군 삽교읍 효림리 8-10번지,사설,22.6,1000,1:8,1:4,30m×30m,30m×30m,200,88.09.09,88.12.10,주간시계 비행
